"ID","item_name","value"
"VB011","CIP_LR_score",19
"VB011","CIP_IC_score",5
"VB011","CIP_NNA_score",19
"VB012","CIP_01_decision",3
"VB012","CIP_02",6
"VB012","CIP_CC01",3
"VB012","CIP_CC02",5
"VB012","CIP_CC03",4
"VB012","CIP_CC04",4
"VB012","CIP_CC05",5
"VB012","CIP_LR01",5
"VB012","CIP_LR02",4
"VB012","CIP_LR03",4
"VB012","CIP_LR04",4
"VB012","CIP_LR05",5
"VB012","CIP_IC01",1
"VB012","CIP_IC02",1
"VB012","CIP_IC03",1
"VB012","CIP_IC04",1
"VB012","CIP_IC05",1
"VB012","CIP_NNA01",3
"VB012","CIP_NNA02",3
"VB012","CIP_NNA03",5
"VB012","CIP_NNA04",3
"VB012","CIP_NNA05",4
"VB012","CIP_CC_score",21
"VB012","CIP_LR_score",22
"VB012","CIP_IC_score",5
"VB012","CIP_NNA_score",18
"VB013","CIP_01_decision",1
"VB013","CIP_02",4
"VB013","CIP_CC01",4
"VB013","CIP_CC02",2
"VB013","CIP_CC03",1
"VB013","CIP_CC04",3
"VB013","CIP_CC05",2
"VB013","CIP_LR01",4
"VB013","CIP_LR02",2
"VB013","CIP_LR03",3
"VB013","CIP_LR04",2
"VB013","CIP_LR05",3
"VB013","CIP_IC01",1
"VB013","CIP_IC02",2
"VB013","CIP_IC03",1
"VB013","CIP_IC04",1
"VB013","CIP_IC05",1
"VB013","CIP_NNA01",2
"VB013","CIP_NNA02",4
"VB013","CIP_NNA03",4
"VB013","CIP_NNA04",3
"VB013","CIP_NNA05",3
"VB013","CIP_CC_score",12
"VB013","CIP_LR_score",14
"VB013","CIP_IC_score",6
"VB013","CIP_NNA_score",16
"VB014","CIP_01_decision",2
"VB014","CIP_02",4
"VB014","CIP_CC01",4
"VB014","CIP_CC02",5
"VB014","CIP_CC03",4
"VB014","CIP_CC04",4
"VB014","CIP_CC05",2
"VB014","CIP_LR01",3
"VB014","CIP_LR02",2
"VB014","CIP_LR03",4
"VB014","CIP_LR04",3
"VB014","CIP_LR05",4
"VB014","CIP_IC01",2
"VB014","CIP_IC02",1
"VB014","CIP_IC03",1
"VB014","CIP_IC04",1
"VB014","CIP_IC05",1
"VB014","CIP_NNA01",2
"VB014","CIP_NNA02",3
"VB014","CIP_NNA03",1
"VB014","CIP_NNA04",1
"VB014","CIP_NNA05",4
"VB014","CIP_CC_score",19
"VB014","CIP_LR_score",16
"VB014","CIP_IC_score",6
"VB014","CIP_NNA_score",11
"VB015","CIP_01_decision",5
"VB015","CIP_02",6
"VB015","CIP_CC01",2
"VB015","CIP_CC02",5
"VB015","CIP_CC03",1
"VB015","CIP_CC04",3
"VB015","CIP_CC05",1
"VB015","CIP_LR01",5
"VB015","CIP_LR02",5
"VB015","CIP_LR03",5
"VB015","CIP_LR04",4
"VB015","CIP_LR05",5
"VB015","CIP_IC01",1
"VB015","CIP_IC02",1
"VB015","CIP_IC03",1
"VB015","CIP_IC04",1
"VB015","CIP_IC05",1
"VB015","CIP_NNA01",5
"VB015","CIP_NNA02",5
"VB015","CIP_NNA03",5
"VB015","CIP_NNA04",5
"VB015","CIP_NNA05",5
"VB015","CIP_CC_score",12
"VB015","CIP_LR_score",24
"VB015","CIP_IC_score",5
"VB015","CIP_NNA_score",25
"VB016","CIP_01_decision",4
"VB016","CIP_02",6
"VB016","CIP_CC01",5
"VB016","CIP_CC02",5
"VB016","CIP_CC03",4
"VB016","CIP_CC04",5
"VB016","CIP_CC05",5
"VB016","CIP_LR01",2
"VB016","CIP_LR02",2
"VB016","CIP_LR03",4
"VB016","CIP_LR04",2
"VB016","CIP_LR05",3
"VB016","CIP_IC01",2
"VB016","CIP_IC02",1
"VB016","CIP_IC03",1
"VB016","CIP_IC04",1
"VB016","CIP_IC05",1
"VB016","CIP_NNA01",4
"VB016","CIP_NNA02",5
"VB016","CIP_NNA03",5
"VB016","CIP_NNA04",5
"VB016","CIP_NNA05",5
"VB016","CIP_CC_score",24
"VB016","CIP_LR_score",13
"VB016","CIP_IC_score",6
"VB016","CIP_NNA_score",24
"VB017","CIP_01_decision",3
"VB017","CIP_02",4
"VB017","CIP_CC01",4
"VB017","CIP_CC02",5
"VB017","CIP_CC03",5
"VB017","CIP_CC04",5
"VB017","CIP_CC05",5
"VB017","CIP_LR01",3
"VB017","CIP_LR02",4
"VB017","CIP_LR03",4
"VB017","CIP_LR04",3
"VB017","CIP_LR05",4
"VB017","CIP_IC01",1
"VB017","CIP_IC02",4
"VB017","CIP_IC03",1
"VB017","CIP_IC04",1
"VB017","CIP_IC05",1
"VB017","CIP_NNA01",4
"VB017","CIP_NNA02",1
"VB017","CIP_NNA03",4
"VB017","CIP_NNA04",1
"VB017","CIP_NNA05",1
"VB017","CIP_CC_score",24
"VB017","CIP_LR_score",18
"VB017","CIP_IC_score",8
"VB017","CIP_NNA_score",11
"VB018","CIP_01_decision",5
"VB018","CIP_02",5
"VB018","CIP_CC01",4
"VB018","CIP_CC02",4
"VB018","CIP_CC03",2
"VB018","CIP_CC04",4
"VB018","CIP_CC05",5
"VB018","CIP_LR01",4
"VB018","CIP_LR02",2
"VB018","CIP_LR03",5
"VB018","CIP_LR04",3
"VB018","CIP_LR05",3
"VB018","CIP_IC01",5
"VB018","CIP_IC02",2
"VB018","CIP_IC03",1
"VB018","CIP_IC04",1
"VB018","CIP_IC05",3
"VB018","CIP_NNA01",4
"VB018","CIP_NNA02",4
"VB018","CIP_NNA03",4
"VB018","CIP_NNA04",4
"VB018","CIP_NNA05",4
"VB018","CIP_CC_score",19
"VB018","CIP_LR_score",17
"VB018","CIP_IC_score",12
"VB018","CIP_NNA_score",20
"VB019","CIP_01_decision",5
"VB019","CIP_02",6
"VB019","CIP_CC01",4
"VB019","CIP_CC02",2
"VB019","CIP_CC03",4
"VB019","CIP_CC04",2
"VB019","CIP_CC05",4
"VB019","CIP_LR01",4
"VB019","CIP_LR02",2
"VB019","CIP_LR03",4
"VB019","CIP_LR04",4
"VB019","CIP_LR05",5
"VB019","CIP_IC01",2
"VB019","CIP_IC02",4
"VB019","CIP_IC03",1
"VB019","CIP_IC04",2
"VB019","CIP_IC05",1
"VB019","CIP_NNA01",2
"VB019","CIP_NNA02",2
"VB019","CIP_NNA03",3
"VB019","CIP_NNA04",2
"VB019","CIP_NNA05",3
"VB019","CIP_CC_score",16
"VB019","CIP_LR_score",19
"VB019","CIP_IC_score",10
"VB019","CIP_NNA_score",12
"VB020","CIP_01_decision",3
"VB020","CIP_02",6
"VB020","CIP_CC01",3
"VB020","CIP_CC02",5
"VB020","CIP_CC03",4
"VB020","CIP_CC04",4
"VB020","CIP_CC05",4
"VB020","CIP_LR01",5
"VB020","CIP_LR02",4
"VB020","CIP_LR03",4
"VB020","CIP_LR04",4
"VB020","CIP_LR05",3
"VB020","CIP_IC01",1
"VB020","CIP_IC02",1
"VB020","CIP_IC03",1
"VB020","CIP_IC04",1
"VB020","CIP_IC05",1
"VB020","CIP_NNA01",2
"VB020","CIP_NNA02",4
"VB020","CIP_NNA03",3
"VB020","CIP_NNA04",3
"VB020","CIP_NNA05",2
"VB020","CIP_CC_score",20
"VB020","CIP_LR_score",20
"VB020","CIP_IC_score",5
"VB020","CIP_NNA_score",14
"VB021","CIP_01_decision",4
"VB021","CIP_02",6
"VB021","CIP_CC01",4
"VB021","CIP_CC02",5
"VB021","CIP_CC03",4
"VB021","CIP_CC04",5
"VB021","CIP_CC05",4
"VB021","CIP_LR01",4
"VB021","CIP_LR02",2
"VB021","CIP_LR03",4
"VB021","CIP_LR04",4
"VB021","CIP_LR05",4
"VB021","CIP_IC01",1
"VB021","CIP_IC02",1
"VB021","CIP_IC03",1
"VB021","CIP_IC04",1
"VB021","CIP_IC05",3
"VB021","CIP_NNA01",3
"VB021","CIP_NNA02",3
"VB021","CIP_NNA03",3
"VB021","CIP_NNA04",5
"VB021","CIP_NNA05",5
"VB021","CIP_CC_score",22
"VB021","CIP_LR_score",18
"VB021","CIP_IC_score",7
"VB021","CIP_NNA_score",19
"VB022","CIP_01_decision",4
"VB022","CIP_02",3
"VB022","CIP_CC01",2
"VB022","CIP_CC02",4
"VB022","CIP_CC03",1
"VB022","CIP_CC04",2
"VB022","CIP_CC05",4
"VB022","CIP_LR01",4
"VB022","CIP_LR02",2
"VB022","CIP_LR03",4
"VB022","CIP_LR04",2
"VB022","CIP_LR05",3
"VB022","CIP_IC01",1
"VB022","CIP_IC02",1
"VB022","CIP_IC03",1
"VB022","CIP_IC04",1
"VB022","CIP_IC05",1
"VB022","CIP_NNA01",3
"VB022","CIP_NNA02",4
"VB022","CIP_NNA03",1
"VB022","CIP_NNA04",1
"VB022","CIP_NNA05",1
"VB022","CIP_CC_score",13
"VB022","CIP_LR_score",15
"VB022","CIP_IC_score",5
"VB022","CIP_NNA_score",10
"VB023","CIP_01_decision",2
"VB023","CIP_02",4
"VB023","CIP_CC01",4
"VB023","CIP_CC02",4
"VB023","CIP_CC03",5
"VB023","CIP_CC04",4
"VB023","CIP_CC05",3
"VB023","CIP_LR01",4
"VB023","CIP_LR02",4
"VB023","CIP_LR03",4
"VB023","CIP_LR04",3
"VB023","CIP_LR05",4
"VB023","CIP_IC01",3
"VB023","CIP_IC02",4
"VB023","CIP_IC03",1
"VB023","CIP_IC04",1
"VB023","CIP_IC05",1
"VB023","CIP_NNA01",4
"VB023","CIP_NNA02",5
"VB023","CIP_NNA03",5
"VB023","CIP_NNA04",5
"VB023","CIP_NNA05",4
"VB023","CIP_CC_score",20
"VB023","CIP_LR_score",19
"VB023","CIP_IC_score",10
"VB023","CIP_NNA_score",23
"VB024","CIP_01_decision",6
"VB024","CIP_02",6
"VB024","CIP_CC01",4
"VB024","CIP_CC02",4
"VB024","CIP_CC03",3
"VB024","CIP_CC04",1
"VB024","CIP_CC05",3
"VB024","CIP_LR01",5
"VB024","CIP_LR02",4
"VB024","CIP_LR03",5
"VB024","CIP_LR04",4
"VB024","CIP_LR05",5
"VB024","CIP_IC01",1
"VB024","CIP_IC02",1
"VB024","CIP_IC03",1
"VB024","CIP_IC04",1
"VB024","CIP_IC05",4
"VB024","CIP_NNA01",4
"VB024","CIP_NNA02",5
"VB024","CIP_NNA03",5
"VB024","CIP_NNA04",5
"VB024","CIP_NNA05",5
"VB024","CIP_CC_score",15
"VB024","CIP_LR_score",23
"VB024","CIP_IC_score",8
"VB024","CIP_NNA_score",24
"VB025","CIP_01_decision",5
"VB025","CIP_02",6
"VB025","CIP_CC01",3
"VB025","CIP_CC02",5
"VB025","CIP_CC03",5
"VB025","CIP_CC04",4
"VB025","CIP_CC05",5
"VB025","CIP_LR01",5
"VB025","CIP_LR02",5
"VB025","CIP_LR03",4
"VB025","CIP_LR04",5
"VB025","CIP_LR05",5
"VB025","CIP_IC01",1
"VB025","CIP_IC02",1
"VB025","CIP_IC03",1
"VB025","CIP_IC04",1
"VB025","CIP_IC05",1
"VB025","CIP_NNA01",3
"VB025","CIP_NNA02",3
"VB025","CIP_NNA03",5
"VB025","CIP_NNA04",5
"VB025","CIP_NNA05",3
"VB025","CIP_CC_score",22
"VB025","CIP_LR_score",24
"VB025","CIP_IC_score",5
"VB025","CIP_NNA_score",19
"VB026","CIP_01_decision",5
"VB026","CIP_02",6
"VB026","CIP_CC01",1
"VB026","CIP_CC02",5
"VB026","CIP_CC03",5
"VB026","CIP_CC04",4
"VB026","CIP_CC05",4
"VB026","CIP_LR01",3
"VB026","CIP_LR02",5
"VB026","CIP_LR03",3
"VB026","CIP_LR04",4
"VB026","CIP_LR05",3
"VB026","CIP_IC01",1
"VB026","CIP_IC02",1
"VB026","CIP_IC03",1
"VB026","CIP_IC04",1
"VB026","CIP_IC05",1
"VB026","CIP_NNA01",5
"VB026","CIP_NNA02",5
"VB026","CIP_NNA03",3
"VB026","CIP_NNA04",5
"VB026","CIP_NNA05",5
"VB026","CIP_CC_score",19
"VB026","CIP_LR_score",18
"VB026","CIP_IC_score",5
"VB026","CIP_NNA_score",23
"VB027","CIP_01_decision",3
"VB027","CIP_02",5
"VB027","CIP_CC01",4
"VB027","CIP_CC02",5
"VB027","CIP_CC03",5
"VB027","CIP_CC04",3
"VB027","CIP_CC05",4
"VB027","CIP_LR01",4
"VB027","CIP_LR02",5
"VB027","CIP_LR03",4
"VB027","CIP_LR04",5
"VB027","CIP_LR05",3
"VB027","CIP_IC01",2
"VB027","CIP_IC02",4
"VB027","CIP_IC03",1
"VB027","CIP_IC04",2
"VB027","CIP_IC05",1
"VB027","CIP_NNA01",2
"VB027","CIP_NNA02",1
"VB027","CIP_NNA03",2
"VB027","CIP_NNA04",3
"VB027","CIP_NNA05",3
"VB027","CIP_CC_score",21
"VB027","CIP_LR_score",21
"VB027","CIP_IC_score",10
"VB027","CIP_NNA_score",11
"VB029","CIP_01_decision",4
"VB029","CIP_02",3
"VB029","CIP_CC01",3
"VB029","CIP_CC02",5
"VB029","CIP_CC03",4
"VB029","CIP_CC04",4
"VB029","CIP_CC05",4
"VB029","CIP_LR01",5
"VB029","CIP_LR02",5
"VB029","CIP_LR03",5
"VB029","CIP_LR04",4
"VB029","CIP_LR05",5
"VB029","CIP_IC01",5
"VB029","CIP_IC02",4
"VB029","CIP_IC03",1
"VB029","CIP_IC04",1
"VB029","CIP_IC05",1
"VB029","CIP_NNA01",1
"VB029","CIP_NNA02",4
"VB029","CIP_NNA03",2
"VB029","CIP_NNA04",2
"VB029","CIP_NNA05",2
"VB029","CIP_CC_score",20
"VB029","CIP_LR_score",24
"VB029","CIP_IC_score",12
"VB029","CIP_NNA_score",11
"VB028","CIP_01_decision",5
"VB028","CIP_02",5
"VB028","CIP_CC01",3
"VB028","CIP_CC02",5
"VB028","CIP_CC03",4
"VB028","CIP_CC04",3
"VB028","CIP_CC05",3
"VB028","CIP_LR01",4
"VB028","CIP_LR02",5
"VB028","CIP_LR03",4
"VB028","CIP_LR04",5
"VB028","CIP_LR05",4
"VB028","CIP_IC01",5
"VB028","CIP_IC02",5
"VB028","CIP_IC03",3
"VB028","CIP_IC04",2
"VB028","CIP_IC05",1
"VB028","CIP_NNA01",3
"VB028","CIP_NNA02",1
"VB028","CIP_NNA03",1
"VB028","CIP_NNA04",1
"VB028","CIP_NNA05",1
"VB028","CIP_CC_score",18
"VB028","CIP_LR_score",22
"VB028","CIP_IC_score",16
"VB028","CIP_NNA_score",7
"VB030","CIP_01_decision",4
"VB030","CIP_02",3
"VB030","CIP_CC01",3
"VB030","CIP_CC02",4
"VB030","CIP_CC03",3
"VB030","CIP_CC04",1
"VB030","CIP_CC05",5
"VB030","CIP_LR01",5
"VB030","CIP_LR02",4
"VB030","CIP_LR03",4
"VB030","CIP_LR04",5
"VB030","CIP_LR05",4
"VB030","CIP_IC01",1
"VB030","CIP_IC02",1
"VB030","CIP_IC03",1
"VB030","CIP_IC04",1
"VB030","CIP_IC05",3
"VB030","CIP_NNA01",4
"VB030","CIP_NNA02",1
"VB030","CIP_NNA03",1
"VB030","CIP_NNA04",2
"VB030","CIP_NNA05",4
"VB030","CIP_CC_score",16
"VB030","CIP_LR_score",22
"VB030","CIP_IC_score",7
"VB030","CIP_NNA_score",12
"VB031","CIP_01_decision",6
"VB031","CIP_02",6
"VB031","CIP_CC01",3
"VB031","CIP_CC02",4
"VB031","CIP_CC03",4
"VB031","CIP_CC04",4
"VB031","CIP_CC05",4
"VB031","CIP_LR01",4
"VB031","CIP_LR02",3
"VB031","CIP_LR03",4
"VB031","CIP_LR04",4
"VB031","CIP_LR05",4
"VB031","CIP_IC01",1
"VB031","CIP_IC02",3
"VB031","CIP_IC03",3
"VB031","CIP_IC04",3
"VB031","CIP_IC05",3
"VB031","CIP_NNA01",3
"VB031","CIP_NNA02",1
"VB031","CIP_NNA03",2
"VB031","CIP_NNA04",2
"VB031","CIP_NNA05",2
"VB031","CIP_CC_score",19
"VB031","CIP_LR_score",19
"VB031","CIP_IC_score",13
"VB031","CIP_NNA_score",10
"VB032","CIP_01_decision",3
"VB032","CIP_02",3
"VB032","CIP_CC01",1
"VB032","CIP_CC02",5
"VB032","CIP_CC03",3
"VB032","CIP_CC04",4
"VB032","CIP_CC05",5
"VB032","CIP_LR01",5
"VB032","CIP_LR02",5
"VB032","CIP_LR03",4
"VB032","CIP_LR04",2
"VB032","CIP_LR05",4
"VB032","CIP_IC01",1
"VB032","CIP_IC02",1
"VB032","CIP_IC03",1
"VB032","CIP_IC04",1
"VB032","CIP_IC05",1
"VB032","CIP_NNA01",4
"VB032","CIP_NNA02",2
"VB032","CIP_NNA03",2
"VB032","CIP_NNA04",2
"VB032","CIP_NNA05",1
"VB032","CIP_CC_score",18
"VB032","CIP_LR_score",20
"VB032","CIP_IC_score",5
"VB032","CIP_NNA_score",11
"VB033","CIP_01_decision",5
"VB033","CIP_02",3
"VB033","CIP_CC01",2
"VB033","CIP_CC02",3
"VB033","CIP_CC03",3
"VB033","CIP_CC04",2
"VB033","CIP_CC05",3
"VB033","CIP_LR01",5
"VB033","CIP_LR02",5
"VB033","CIP_LR03",5
"VB033","CIP_LR04",5
"VB033","CIP_LR05",5
"VB033","CIP_IC01",1
"VB033","CIP_IC02",1
"VB033","CIP_IC03",1
"VB033","CIP_IC04",1
"VB033","CIP_IC05",2
"VB033","CIP_NNA01",1
"VB033","CIP_NNA02",1
"VB033","CIP_NNA03",1
"VB033","CIP_NNA04",2
"VB033","CIP_NNA05",1
"VB033","CIP_CC_score",13
"VB033","CIP_LR_score",25
"VB033","CIP_IC_score",6
"VB033","CIP_NNA_score",6
"VB034","CIP_01_decision",5
"VB034","CIP_02",6
"VB034","CIP_CC01",2
"VB034","CIP_CC02",4
"VB034","CIP_CC03",1
"VB034","CIP_CC04",2
"VB034","CIP_CC05",3
"VB034","CIP_LR01",5
"VB034","CIP_LR02",3
"VB034","CIP_LR03",3
"VB034","CIP_LR04",4
"VB034","CIP_LR05",4
"VB034","CIP_IC01",1
"VB034","CIP_IC02",2
"VB034","CIP_IC03",1
"VB034","CIP_IC04",1
"VB034","CIP_IC05",1
"VB034","CIP_NNA01",3
"VB034","CIP_NNA02",1
"VB034","CIP_NNA03",3
"VB034","CIP_NNA04",2
"VB034","CIP_NNA05",1
"VB034","CIP_CC_score",12
"VB034","CIP_LR_score",19
"VB034","CIP_IC_score",6
"VB034","CIP_NNA_score",10
"VB035","CIP_01_decision",5
"VB035","CIP_02",4
"VB035","CIP_CC01",3
"VB035","CIP_CC02",4
"VB035","CIP_CC03",1
"VB035","CIP_CC04",1
"VB035","CIP_CC05",3
"VB035","CIP_LR01",4
"VB035","CIP_LR02",5
"VB035","CIP_LR03",5
"VB035","CIP_LR04",5
"VB035","CIP_LR05",5
"VB035","CIP_IC01",1
"VB035","CIP_IC02",5
"VB035","CIP_IC03",1
"VB035","CIP_IC04",1
"VB035","CIP_IC05",1
"VB035","CIP_NNA01",5
"VB035","CIP_NNA02",5
"VB035","CIP_NNA03",5
"VB035","CIP_NNA04",5
"VB035","CIP_NNA05",5
"VB035","CIP_CC_score",12
"VB035","CIP_LR_score",24
"VB035","CIP_IC_score",9
"VB035","CIP_NNA_score",25
"VB036","CIP_01_decision",5
"VB036","CIP_02",6
"VB036","CIP_CC01",1
"VB036","CIP_CC02",5
"VB036","CIP_CC03",5
"VB036","CIP_CC04",3
"VB036","CIP_CC05",4
"VB036","CIP_LR01",4
"VB036","CIP_LR02",5
"VB036","CIP_LR03",5
"VB036","CIP_LR04",2
"VB036","CIP_LR05",5
"VB036","CIP_IC01",1
"VB036","CIP_IC02",1
"VB036","CIP_IC03",1
"VB036","CIP_IC04",1
"VB036","CIP_IC05",1
"VB036","CIP_NNA01",1
"VB036","CIP_NNA02",1
"VB036","CIP_NNA03",1
"VB036","CIP_NNA04",1
"VB036","CIP_NNA05",1
"VB036","CIP_CC_score",18
"VB036","CIP_LR_score",21
"VB036","CIP_IC_score",5
"VB036","CIP_NNA_score",5
"VB037","CIP_01_decision",2
"VB037","CIP_02",5
"VB037","CIP_CC01",2
"VB037","CIP_CC02",5
"VB037","CIP_CC03",4
"VB037","CIP_CC04",3
"VB037","CIP_CC05",4
"VB037","CIP_LR01",4
"VB037","CIP_LR02",3
"VB037","CIP_LR03",4
"VB037","CIP_LR04",4
"VB037","CIP_LR05",4
"VB037","CIP_IC01",1
"VB037","CIP_IC02",1
"VB037","CIP_IC03",1
"VB037","CIP_IC04",1
"VB037","CIP_IC05",1
"VB037","CIP_NNA01",3
"VB037","CIP_NNA02",4
"VB037","CIP_NNA03",2
"VB037","CIP_NNA04",3
"VB037","CIP_NNA05",2
"VB037","CIP_CC_score",18
"VB037","CIP_LR_score",19
"VB037","CIP_IC_score",5
"VB037","CIP_NNA_score",14
"VB038","CIP_01_decision",1
"VB038","CIP_02",6
"VB038","CIP_CC01",4
"VB038","CIP_CC02",5
"VB038","CIP_CC03",4
"VB038","CIP_CC04",2
"VB038","CIP_CC05",5
"VB038","CIP_LR01",5
"VB038","CIP_LR02",2
"VB038","CIP_LR03",5
"VB038","CIP_LR04",4
"VB038","CIP_LR05",5
"VB038","CIP_IC01",1
"VB038","CIP_IC02",1
"VB038","CIP_IC03",1
"VB038","CIP_IC04",1
"VB038","CIP_IC05",1
"VB038","CIP_NNA01",4
"VB038","CIP_NNA02",4
"VB038","CIP_NNA03",3
"VB038","CIP_NNA04",3
"VB038","CIP_NNA05",4
"VB038","CIP_CC_score",20
"VB038","CIP_LR_score",21
"VB038","CIP_IC_score",5
"VB038","CIP_NNA_score",18
"VB039","CIP_01_decision",1
"VB039","CIP_02",5
"VB039","CIP_CC01",2
"VB039","CIP_CC02",5
"VB039","CIP_CC03",3
"VB039","CIP_CC04",3
"VB039","CIP_CC05",4
"VB039","CIP_LR01",3
"VB039","CIP_LR02",4
"VB039","CIP_LR03",4
"VB039","CIP_LR04",5
"VB039","CIP_LR05",4
"VB039","CIP_IC01",1
"VB039","CIP_IC02",1
"VB039","CIP_IC03",1
"VB039","CIP_IC04",1
"VB039","CIP_IC05",1
"VB039","CIP_NNA01",4
"VB039","CIP_NNA02",4
"VB039","CIP_NNA03",4
"VB039","CIP_NNA04",3
"VB039","CIP_NNA05",5
"VB039","CIP_CC_score",17
"VB039","CIP_LR_score",20
"VB039","CIP_IC_score",5
"VB039","CIP_NNA_score",20
"VB040","CIP_01_decision",6
"VB040","CIP_02",5
"VB040","CIP_CC01",3
"VB040","CIP_CC02",4
"VB040","CIP_CC03",4
"VB040","CIP_CC04",4
"VB040","CIP_CC05",4
"VB040","CIP_LR01",4
"VB040","CIP_LR02",3
"VB040","CIP_LR03",4
"VB040","CIP_LR04",4
"VB040","CIP_LR05",4
"VB040","CIP_IC01",1
"VB040","CIP_IC02",2
"VB040","CIP_IC03",1
"VB040","CIP_IC04",1
"VB040","CIP_IC05",1
"VB040","CIP_NNA01",3
"VB040","CIP_NNA02",4
"VB040","CIP_NNA03",2
"VB040","CIP_NNA04",2
"VB040","CIP_NNA05",2
"VB040","CIP_CC_score",19
"VB040","CIP_LR_score",19
"VB040","CIP_IC_score",6
"VB040","CIP_NNA_score",13
"VB041","CIP_01_decision",4
"VB041","CIP_02",6
"VB041","CIP_CC01",5
"VB041","CIP_CC02",4
"VB041","CIP_CC03",5
"VB041","CIP_CC04",3
"VB041","CIP_CC05",5
"VB041","CIP_LR01",4
"VB041","CIP_LR02",5
"VB041","CIP_LR03",4
"VB041","CIP_LR04",5
"VB041","CIP_LR05",4
"VB041","CIP_IC01",2
"VB041","CIP_IC02",4
"VB041","CIP_IC03",1
"VB041","CIP_IC04",1
"VB041","CIP_IC05",3
"VB041","CIP_NNA01",5
"VB041","CIP_NNA02",4
"VB041","CIP_NNA03",4
"VB041","CIP_NNA04",5
"VB041","CIP_NNA05",4
"VB041","CIP_CC_score",22
"VB041","CIP_LR_score",22
"VB041","CIP_IC_score",11
"VB041","CIP_NNA_score",22
